PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;SOORT DIPLOMA;GESLACHT;2014;2015;2016;2017;2018
Zeeland;0687;Middelburg;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);34279;B Civiele Techniek;deeltijd onderwijs;hbo bachelor;man;1;0;0;0;0
Zeeland;0687;Middelburg;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);34279;B Civiele Techniek;voltijd onderwijs;hbo bachelor;man;19;29;24;28;21
Zeeland;0687;Middelburg;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);34279;B Civiele Techniek;voltijd onderwijs;hbo bachelor;vrouw;3;6;2;7;4
""
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);30029;B International Business;voltijd onderwijs;hbo bachelor;man;18;26;27;27;22
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);30029;B International Business;voltijd onderwijs;hbo bachelor;vrouw;31;31;46;37;37
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);34035;B Bedrijfskunde;deeltijd onderwijs;hbo bachelor;man;1;1;1;1;0
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);34035;B Bedrijfskunde;deeltijd onderwijs;hbo bachelor;vrouw;1;1;0;0;0
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);34035;B Bedrijfskunde;voltijd onderwijs;hbo bachelor;man;16;8;13;20;18
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);34035;B Bedrijfskunde;voltijd onderwijs;hbo bachelor;vrouw;12;18;10;15;13
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);34402;B Commerciele Economie;deeltijd onderwijs;hbo bachelor;man;3;1;1;0;0
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);34402;B Commerciele Economie;deeltijd onderwijs;hbo bachelor;vrouw;2;1;0;0;0
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);34402;B Commerciele Economie;voltijd onderwijs;hbo bachelor;man;22;30;23;21;22
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);34402;B Commerciele Economie;voltijd onderwijs;hbo bachelor;vrouw;8;8;11;11;8
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;hbo bachelor;man;9;3;11;11;7
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;hbo bachelor;vrouw;17;23;22;17;21
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);34609;B Human Resource Management;deeltijd onderwijs;hbo bachelor;man;1;0;0;0;0
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);34609;B Human Resource Management;deeltijd onderwijs;hbo bachelor;vrouw;3;0;0;0;0
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);34609;B Human Resource Management;voltijd onderwijs;hbo bachelor;man;8;4;5;6;5
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);34609;B Human Resource Management;voltijd onderwijs;hbo bachelor;vrouw;17;15;17;8;21
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);35520;B Finance & Control;deeltijd onderwijs;hbo bachelor;man;2;2;0;0;0
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);35520;B Finance & Control;deeltijd onderwijs;hbo bachelor;vrouw;3;1;2;0;0
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);35520;B Finance & Control;voltijd onderwijs;hbo bachelor;man;28;17;28;29;25
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);35520;B Finance & Control;voltijd onderwijs;hbo bachelor;vrouw;5;12;17;14;16
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);35524;B Tourism Management;voltijd onderwijs;hbo bachelor;man;5;1;0;1;1
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);35524;B Tourism Management;voltijd onderwijs;hbo bachelor;vrouw;29;28;16;21;22
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);80009;Ad Tourism Management;voltijd onderwijs;hbo associate degree;vrouw;6;5;6;5;3
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);80074;Ad Bedrijfskunde;deeltijd onderwijs;hbo associate degree;man;0;0;0;0;2
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;economie;n.v.t. (economie);80074;Ad Bedrijfskunde;deeltijd onderwijs;hbo associate degree;vrouw;0;0;0;0;1
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34040;B Sportkunde;voltijd onderwijs;hbo bachelor;man;22;18;17;20;26
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34040;B Sportkunde;voltijd onderwijs;hbo bachelor;vrouw;15;10;11;12;7
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;deeltijd onderwijs;hbo bachelor;man;1;1;1;1;0
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;deeltijd onderwijs;hbo bachelor;vrouw;17;13;12;12;15
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;duaal onderwijs;hbo bachelor;man;0;0;0;0;1
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;duaal onderwijs;hbo bachelor;vrouw;0;0;0;0;4
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;voltijd onderwijs;hbo bachelor;man;10;7;8;6;8
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;voltijd onderwijs;hbo bachelor;vrouw;62;62;76;55;53
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35158;B Pedagogiek;voltijd onderwijs;hbo bachelor;man;0;1;1;4;1
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35158;B Pedagogiek;voltijd onderwijs;hbo bachelor;vrouw;0;32;66;39;47
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;voltijd onderwijs;hbo bachelor;man;4;6;6;13;18
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;voltijd onderwijs;hbo bachelor;vrouw;67;69;89;115;105
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;hbo bachelor;man;0;2;0;0;0
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;hbo bachelor;vrouw;4;3;1;0;0
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;man;9;7;11;8;16
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;vrouw;73;68;60;65;58
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);30107;B Engineering;deeltijd onderwijs;hbo bachelor;man;1;1;1;0;0
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);30107;B Engineering;duaal onderwijs;hbo bachelor;man;6;5;6;6;1
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);30107;B Engineering;voltijd onderwijs;hbo bachelor;man;50;34;47;40;68
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);30107;B Engineering;voltijd onderwijs;hbo bachelor;vrouw;7;18;10;9;21
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);34384;B Maritiem Officier;voltijd onderwijs;hbo bachelor;man;32;22;35;44;52
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);34384;B Maritiem Officier;voltijd onderwijs;hbo bachelor;vrouw;5;5;5;5;4
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);34390;B Logistics Engineering;voltijd onderwijs;hbo bachelor;man;16;9;18;30;40
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);34390;B Logistics Engineering;voltijd onderwijs;hbo bachelor;vrouw;2;4;2;6;7
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);34396;B Chemie;voltijd onderwijs;hbo bachelor;man;7;10;15;18;10
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);34396;B Chemie;voltijd onderwijs;hbo bachelor;vrouw;10;15;14;12;15
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);39500;B International Maintenance Management (joint degree);voltijd onderwijs;hbo bachelor;man;1;11;0;0;0
Zeeland;0718;Vlissingen;reguliere inst.;21MI;HZ University of Applied Sciences;techniek;n.v.t. (techniek);39500;B International Maintenance Management (joint degree);voltijd onderwijs;hbo bachelor;vrouw;0;1;0;0;0
Zuid-Holland;0503;Delft;reguliere inst.;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);30022;B Food Commerce & Technology;voltijd onderwijs;hbo bachelor;man;4;3;9;7;10
Zuid-Holland;0503;Delft;reguliere inst.;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);30022;B Food Commerce & Technology;voltijd onderwijs;hbo bachelor;vrouw;13;8;15;8;17
Zuid-Holland;0503;Delft;reguliere inst.;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);30024;B Tuinbouw & Agribusiness;voltijd onderwijs;hbo bachelor;man;32;22;23;13;16
Zuid-Holland;0503;Delft;reguliere inst.;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);30024;B Tuinbouw & Agribusiness;voltijd onderwijs;hbo bachelor;vrouw;7;7;17;17;16
Zuid-Holland;0503;Delft;reguliere inst.;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);30028;B Landscape and Environment Management;voltijd onderwijs;hbo bachelor;man;12;17;24;10;12
Zuid-Holland;0503;Delft;reguliere inst.;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);30028;B Landscape and Environment Management;voltijd onderwijs;hbo bachelor;vrouw;3;4;3;5;8
Zuid-Holland;0503;Delft;reguliere inst.;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34869;B Dier- en Veehouderij;voltijd onderwijs;hbo bachelor;man;4;0;2;1;3
Zuid-Holland;0503;Delft;reguliere inst.;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34869;B Dier- en Veehouderij;voltijd onderwijs;hbo bachelor;vrouw;23;11;14;18;19
Zuid-Holland;0503;Delft;reguliere inst.;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80129;Ad Tuinbouwmanagement;voltijd onderwijs;hbo associate degree;man;0;0;0;0;5
Zuid-Holland;0503;Delft;reguliere inst.;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80129;Ad Tuinbouwmanagement;voltijd onderwijs;hbo associate degree;vrouw;0;0;0;0;1
Zuid-Holland;0503;Delft;reguliere inst.;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);34278;B Luchtvaarttechnologie;voltijd onderwijs;hbo bachelor;man;62;47;61;64;70
Zuid-Holland;0503;Delft;reguliere inst.;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);34278;B Luchtvaarttechnologie;voltijd onderwijs;hbo bachelor;vrouw;3;8;7;8;4
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;hbo bachelor;man;20;13;20;14;35
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;hbo bachelor;vrouw;1;0;0;2;1
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);30026;B Mechatronica;voltijd onderwijs;hbo bachelor;man;8;13;21;39;28
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34267;B Elektrotechniek;duaal onderwijs;hbo bachelor;man;0;5;11;3;8
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34267;B Elektrotechniek;duaal onderwijs;hbo bachelor;vrouw;0;0;0;1;1
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34267;B Elektrotechniek;voltijd onderwijs;hbo bachelor;man;25;35;25;24;32
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34267;B Elektrotechniek;voltijd onderwijs;hbo bachelor;vrouw;2;0;1;3;2
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34268;B Technische Natuurkunde;voltijd onderwijs;hbo bachelor;man;25;42;24;38;42
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34268;B Technische Natuurkunde;voltijd onderwijs;hbo bachelor;vrouw;7;7;6;4;6
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;duaal onderwijs;hbo bachelor;man;19;15;17;25;12
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;duaal onderwijs;hbo bachelor;vrouw;1;0;2;1;2
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;voltijd onderwijs;hbo bachelor;man;73;78;111;110;133
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;voltijd onderwijs;hbo bachelor;vrouw;0;3;4;4;10
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;voltijd onderwijs;hbo bachelor;man;37;43;35;27;39
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;voltijd onderwijs;hbo bachelor;vrouw;7;5;13;10;8
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);35168;B Toegepaste Wiskunde;voltijd onderwijs;hbo bachelor;man;6;12;10;12;11
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);35168;B Toegepaste Wiskunde;voltijd onderwijs;hbo bachelor;vrouw;7;13;10;10;19
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);80039;Ad Projectleider Techniek;duaal onderwijs;hbo associate degree;man;11;11;15;12;3
Zuid-Holland;0503;Delft;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);80039;Ad Projectleider Techniek;duaal onderwijs;hbo associate degree;vrouw;1;0;0;0;0
Zuid-Holland;0505;Dordrecht;reguliere inst.;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80120;Ad Sociaal Werk in de Zorg;duaal onderwijs;hbo associate degree;man;0;0;0;4;1
Zuid-Holland;0505;Dordrecht;reguliere inst.;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80120;Ad Sociaal Werk in de Zorg;duaal onderwijs;hbo associate degree;vrouw;0;0;0;11;0
Zuid-Holland;0505;Dordrecht;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;hbo bachelor;man;2;2;2;5;1
Zuid-Holland;0505;Dordrecht;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;hbo bachelor;vrouw;10;14;18;18;25
Zuid-Holland;0505;Dordrecht;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;man;1;3;2;5;5
Zuid-Holland;0505;Dordrecht;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;vrouw;33;21;17;31;28
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35158;B Pedagogiek;deeltijd onderwijs;hbo bachelor;man;2;1;0;0;0
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35158;B Pedagogiek;deeltijd onderwijs;hbo bachelor;vrouw;21;13;17;9;15
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;hbo bachelor;man;4;2;2;3;10
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;hbo bachelor;vrouw;6;11;9;8;14
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;duaal onderwijs;hbo bachelor;man;1;2;2;5;1
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;duaal onderwijs;hbo bachelor;vrouw;7;5;7;9;13
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;man;18;11;19;27;12
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;vrouw;111;126;119;112;118
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;deeltijd onderwijs;hbo bachelor;man;4;1;4;1;0
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;deeltijd onderwijs;hbo bachelor;vrouw;1;5;3;1;2
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;duaal onderwijs;hbo bachelor;man;0;0;2;1;1
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;duaal onderwijs;hbo bachelor;vrouw;1;0;2;1;1
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;deeltijd onderwijs;hbo bachelor;man;2;5;5;7;3
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;deeltijd onderwijs;hbo bachelor;vrouw;8;10;10;6;4
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;duaal onderwijs;hbo bachelor;man;2;0;2;2;0
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;duaal onderwijs;hbo bachelor;vrouw;2;3;9;3;5
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;deeltijd onderwijs;hbo bachelor;man;3;5;1;1;0
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;deeltijd onderwijs;hbo bachelor;vrouw;1;0;1;0;2
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;duaal onderwijs;hbo bachelor;man;2;2;2;1;1
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;duaal onderwijs;hbo bachelor;vrouw;3;2;2;0;1
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;deeltijd onderwijs;hbo bachelor;man;1;6;1;0;1
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;deeltijd onderwijs;hbo bachelor;vrouw;6;6;5;7;10
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;duaal onderwijs;hbo bachelor;man;1;1;0;2;0
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;duaal onderwijs;hbo bachelor;vrouw;4;3;8;3;4
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;deeltijd onderwijs;hbo bachelor;man;2;9;2;5;5
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;deeltijd onderwijs;hbo bachelor;vrouw;2;1;2;0;0
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;duaal onderwijs;hbo bachelor;man;2;0;2;1;2
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;duaal onderwijs;hbo bachelor;vrouw;0;0;1;0;1
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;deeltijd onderwijs;hbo bachelor;man;2;4;7;2;1
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;deeltijd onderwijs;hbo bachelor;vrouw;4;6;2;4;4
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;duaal onderwijs;hbo bachelor;man;1;0;1;1;1
Zuid-Holland;0513;Gouda;reguliere inst.;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;duaal onderwijs;hbo bachelor;vrouw;0;0;0;4;1
