PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;GESLACHT;2015;2016;2017;2018;2019
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;gezondheidszorg;n.v.t. (gezondheidszorg);34576;B Mondzorgkunde;voltijd onderwijs;vrouw;57;54;55;52;56
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;gezondheidszorg;n.v.t. (gezondheidszorg);34578;B Opleiding voor Logopedie;voltijd onderwijs;man;4;5;2;1;3
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;gezondheidszorg;n.v.t. (gezondheidszorg);34578;B Opleiding voor Logopedie;voltijd onderwijs;vrouw;103;106;79;57;66
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;gezondheidszorg;n.v.t. (gezondheidszorg);34579;B Voeding en Dietetiek;voltijd onderwijs;man;11;12;5;28;26
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;gezondheidszorg;n.v.t. (gezondheidszorg);34579;B Voeding en Dietetiek;voltijd onderwijs;vrouw;115;108;105;137;96
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;man;2;9;12;10;16
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;vrouw;14;22;19;31;37
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;man;31;40;51;42;56
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;vrouw;153;151;141;163;187
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35025;B Opleiding tot Leraar van de eerste graad in Lichamelijke Opvoeding;deeltijd onderwijs;man;4;11;8;13;12
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35025;B Opleiding tot Leraar van de eerste graad in Lichamelijke Opvoeding;deeltijd onderwijs;vrouw;1;2;1;1;3
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35025;B Opleiding tot Leraar van de eerste graad in Lichamelijke Opvoeding;voltijd onderwijs;man;93;93;105;88;84
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35025;B Opleiding tot Leraar van de eerste graad in Lichamelijke Opvoeding;voltijd onderwijs;vrouw;16;49;43;44;37
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;deeltijd onderwijs;man;2;6;7;3;4
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;deeltijd onderwijs;vrouw;13;7;5;4;5
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;voltijd onderwijs;man;7;10;6;7;5
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;voltijd onderwijs;vrouw;11;12;16;12;7
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;deeltijd onderwijs;man;3;3;3;6;7
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;deeltijd onderwijs;vrouw;9;12;15;9;10
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;voltijd onderwijs;man;24;33;35;36;31
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;voltijd onderwijs;vrouw;46;62;91;72;52
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35196;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans;deeltijd onderwijs;man;3;3;2;0;1
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35196;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans;deeltijd onderwijs;vrouw;4;4;2;8;3
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35196;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans;voltijd onderwijs;man;2;3;3;3;1
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35196;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans;voltijd onderwijs;vrouw;9;10;11;4;6
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;voltijd onderwijs;man;31;36;51;52;44
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;voltijd onderwijs;vrouw;8;17;26;28;20
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;deeltijd onderwijs;man;9;5;3;3;5
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;deeltijd onderwijs;vrouw;18;8;16;14;10
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;voltijd onderwijs;man;5;4;6;3;0
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;voltijd onderwijs;vrouw;17;15;17;24;20
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35199;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde;deeltijd onderwijs;man;0;0;1;2;0
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35199;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde;deeltijd onderwijs;vrouw;0;0;2;0;2
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35199;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde;voltijd onderwijs;man;2;8;6;5;4
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35199;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde;voltijd onderwijs;vrouw;0;1;2;3;1
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35201;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde;voltijd onderwijs;man;14;23;17;16;9
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35201;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde;voltijd onderwijs;vrouw;13;16;7;11;10
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35204;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Pedagogiek;voltijd onderwijs;vrouw;1;1;0;1;0
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35207;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Economie;deeltijd onderwijs;man;5;7;8;7;4
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35207;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Economie;deeltijd onderwijs;vrouw;1;1;3;3;3
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35207;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Economie;voltijd onderwijs;man;6;9;18;14;14
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35207;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Economie;voltijd onderwijs;vrouw;9;7;13;6;10
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;deeltijd onderwijs;man;9;4;8;9;3
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;deeltijd onderwijs;vrouw;5;6;8;5;10
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;voltijd onderwijs;man;17;13;12;9;13
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;voltijd onderwijs;vrouw;19;13;17;19;14
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35261;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde;deeltijd onderwijs;man;0;0;2;1;1
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35261;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde;deeltijd onderwijs;vrouw;0;0;1;0;1
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35261;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde;voltijd onderwijs;man;5;6;5;4;7
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35261;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde;voltijd onderwijs;vrouw;1;2;3;1;2
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35301;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie;voltijd onderwijs;man;20;16;20;18;7
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35301;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie;voltijd onderwijs;vrouw;15;22;23;14;11
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35388;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn;deeltijd onderwijs;man;2;2;5;7;3
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);35388;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn;deeltijd onderwijs;vrouw;28;31;25;29;34
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);39218;B Learning and Development in Organisations;deeltijd onderwijs;man;11;8;14;16;10
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);39218;B Learning and Development in Organisations;deeltijd onderwijs;vrouw;10;13;8;20;13
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);39218;B Learning and Development in Organisations;voltijd onderwijs;man;10;13;12;8;9
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);39218;B Learning and Development in Organisations;voltijd onderwijs;vrouw;20;11;18;29;27
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;man;122;139;130;117;136
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;vrouw;5;5;9;6;7
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34396;B Chemie;deeltijd onderwijs;man;6;5;2;3;4
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34396;B Chemie;deeltijd onderwijs;vrouw;1;4;2;0;5
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34396;B Chemie;voltijd onderwijs;man;32;37;38;42;58
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34396;B Chemie;voltijd onderwijs;vrouw;22;12;14;20;26
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34397;B Biologie en Medisch Laboratoriumonderzoek;voltijd onderwijs;man;59;73;75;99;101
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);34397;B Biologie en Medisch Laboratoriumonderzoek;voltijd onderwijs;vrouw;98;89;127;150;135
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);39215;B Bio-informatica;voltijd onderwijs;man;41;35;38;25;27
Gelderland;0268;Nijmegen;reguliere inst.;bachelor;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);39215;B Bio-informatica;voltijd onderwijs;vrouw;20;22;19;14;10
Gelderland;0268;Nijmegen;reguliere inst.;master;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);49142;M Master Circulaire Economie;voltijd onderwijs;man;0;0;0;0;21
Gelderland;0268;Nijmegen;reguliere inst.;master;25KB;Hogeschool van Arnhem en Nijmegen;economie;n.v.t. (economie);49142;M Master Circulaire Economie;voltijd onderwijs;vrouw;0;0;0;0;7
Gelderland;0268;Nijmegen;reguliere inst.;master;25KB;Hogeschool van Arnhem en Nijmegen;gedrag en maatschappij;hogere kaderopleiding pedagogiek;44113;M Pedagogiek;deeltijd onderwijs;man;10;10;3;11;8
Gelderland;0268;Nijmegen;reguliere inst.;master;25KB;Hogeschool van Arnhem en Nijmegen;gedrag en maatschappij;hogere kaderopleiding pedagogiek;44113;M Pedagogiek;deeltijd onderwijs;vrouw;34;19;33;24;34
Gelderland;0268;Nijmegen;reguliere inst.;master;25KB;Hogeschool van Arnhem en Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);44116;M Social Work;deeltijd onderwijs;man;4;4;5;1;5
Gelderland;0268;Nijmegen;reguliere inst.;master;25KB;Hogeschool van Arnhem en Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);44116;M Social Work;deeltijd onderwijs;vrouw;13;16;14;14;13
Gelderland;0268;Nijmegen;reguliere inst.;master;25KB;Hogeschool van Arnhem en Nijmegen;gezondheidszorg;n.v.t. (gezondheidszorg);49115;M Physician Assistant;duaal onderwijs;man;4;12;18;15;25
Gelderland;0268;Nijmegen;reguliere inst.;master;25KB;Hogeschool van Arnhem en Nijmegen;gezondheidszorg;n.v.t. (gezondheidszorg);49115;M Physician Assistant;duaal onderwijs;vrouw;20;35;41;45;54
Gelderland;0268;Nijmegen;reguliere inst.;master;25KB;Hogeschool van Arnhem en Nijmegen;gezondheidszorg;n.v.t. (gezondheidszorg);49139;M Sport- en Beweeginnovatie;deeltijd onderwijs;man;0;0;0;37;19
Gelderland;0268;Nijmegen;reguliere inst.;master;25KB;Hogeschool van Arnhem en Nijmegen;gezondheidszorg;n.v.t. (gezondheidszorg);49139;M Sport- en Beweeginnovatie;deeltijd onderwijs;vrouw;0;0;0;14;4
Gelderland;0268;Nijmegen;reguliere inst.;master;25KB;Hogeschool van Arnhem en Nijmegen;gezondheidszorg;n.v.t. (gezondheidszorg);49143;M Neurorevalidatie en Innovatie;deeltijd onderwijs;man;0;0;0;0;14
Gelderland;0268;Nijmegen;reguliere inst.;master;25KB;Hogeschool van Arnhem en Nijmegen;gezondheidszorg;n.v.t. (gezondheidszorg);49143;M Neurorevalidatie en Innovatie;deeltijd onderwijs;vrouw;0;0;0;0;42
Gelderland;0268;Nijmegen;reguliere inst.;master;25KB;Hogeschool van Arnhem en Nijmegen;gezondheidszorg;n.v.t. (gezondheidszorg);49246;M Advanced Nursing Practice;duaal onderwijs;man;8;7;11;8;3
Gelderland;0268;Nijmegen;reguliere inst.;master;25KB;Hogeschool van Arnhem en Nijmegen;gezondheidszorg;n.v.t. (gezondheidszorg);49246;M Advanced Nursing Practice;duaal onderwijs;vrouw;34;49;56;56;75
Gelderland;0268;Nijmegen;reguliere inst.;master;25KB;Hogeschool van Arnhem en Nijmegen;gezondheidszorg;n.v.t. (gezondheidszorg);49303;M Vaktherapie;deeltijd onderwijs;man;0;0;0;0;3
Gelderland;0268;Nijmegen;reguliere inst.;master;25KB;Hogeschool van Arnhem en Nijmegen;gezondheidszorg;n.v.t. (gezondheidszorg);49303;M Vaktherapie;deeltijd onderwijs;vrouw;0;0;0;0;22
Gelderland;0268;Nijmegen;reguliere inst.;master;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);49306;M Ontwerpen van Eigentijds Leren;deeltijd onderwijs;man;0;0;0;0;6
Gelderland;0268;Nijmegen;reguliere inst.;master;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;n.v.t. (onderwijs);49306;M Ontwerpen van Eigentijds Leren;deeltijd onderwijs;vrouw;0;0;0;0;9
Gelderland;0268;Nijmegen;reguliere inst.;master;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45262;M Leraar Engels;duaal onderwijs;man;3;2;3;1;6
Gelderland;0268;Nijmegen;reguliere inst.;master;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45262;M Leraar Engels;duaal onderwijs;vrouw;11;6;9;10;10
Gelderland;0268;Nijmegen;reguliere inst.;master;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45263;M Leraar Wiskunde;duaal onderwijs;man;7;5;8;8;9
Gelderland;0268;Nijmegen;reguliere inst.;master;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45263;M Leraar Wiskunde;duaal onderwijs;vrouw;4;6;7;7;4
Gelderland;0268;Nijmegen;reguliere inst.;master;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45269;M Leraar Nederlands;duaal onderwijs;man;1;4;2;3;1
Gelderland;0268;Nijmegen;reguliere inst.;master;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45269;M Leraar Nederlands;duaal onderwijs;vrouw;7;6;10;15;7
Gelderland;0268;Nijmegen;reguliere inst.;master;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45275;M Leraar Algemene Economie;duaal onderwijs;man;4;4;8;10;6
Gelderland;0268;Nijmegen;reguliere inst.;master;25KB;Hogeschool van Arnhem en Nijmegen;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45275;M Leraar Algemene Economie;duaal onderwijs;vrouw;3;4;7;1;7
Gelderland;0268;Nijmegen;reguliere inst.;master;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);49293;M Molecular Life Sciences;deeltijd onderwijs;man;0;0;0;13;4
Gelderland;0268;Nijmegen;reguliere inst.;master;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);49293;M Molecular Life Sciences;deeltijd onderwijs;vrouw;0;0;0;14;3
Gelderland;0268;Nijmegen;reguliere inst.;master;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);49293;M Molecular Life Sciences;voltijd onderwijs;man;0;0;0;13;3
Gelderland;0268;Nijmegen;reguliere inst.;master;25KB;Hogeschool van Arnhem en Nijmegen;techniek;n.v.t. (techniek);49293;M Molecular Life Sciences;voltijd onderwijs;vrouw;0;0;0;10;8
Gelderland;0268;Nijmegen;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;lerarenopleidingen speciaal onderwijs;44103;M Educational Needs;deeltijd onderwijs;man;7;5;7;5;4
Gelderland;0268;Nijmegen;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;lerarenopleidingen speciaal onderwijs;44103;M Educational Needs;deeltijd onderwijs;vrouw;54;49;29;19;32
Gelderland;0268;Nijmegen;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;lerarenopleidingen speciaal onderwijs;44103;M Educational Needs;voltijd onderwijs;man;0;1;0;0;0
Gelderland;0268;Nijmegen;reguliere inst.;master;30GB;Fontys Hogescholen;onderwijs;lerarenopleidingen speciaal onderwijs;44103;M Educational Needs;voltijd onderwijs;vrouw;0;6;9;2;7
Gelderland;0275;Rheden;reguliere inst.;associate degree;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80068;Ad Tuin- en Landschapsinrichting;deeltijd onderwijs;man;6;7;19;17;14
Gelderland;0275;Rheden;reguliere inst.;associate degree;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80068;Ad Tuin- en Landschapsinrichting;deeltijd onderwijs;vrouw;2;3;10;6;15
Gelderland;0275;Rheden;reguliere inst.;associate degree;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80068;Ad Tuin- en Landschapsinrichting;voltijd onderwijs;man;19;15;24;25;20
Gelderland;0275;Rheden;reguliere inst.;associate degree;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80068;Ad Tuin- en Landschapsinrichting;voltijd onderwijs;vrouw;3;3;2;4;2
Gelderland;0275;Rheden;reguliere inst.;associate degree;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80128;Ad Land- en Watermanagement;deeltijd onderwijs;man;0;22;9;14;17
Gelderland;0275;Rheden;reguliere inst.;associate degree;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80128;Ad Land- en Watermanagement;deeltijd onderwijs;vrouw;0;2;0;2;3
Gelderland;0275;Rheden;reguliere inst.;associate degree;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80128;Ad Land- en Watermanagement;voltijd onderwijs;man;0;2;3;6;5
Gelderland;0275;Rheden;reguliere inst.;bachelor;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34203;B International Development Management;voltijd onderwijs;man;22;24;19;28;14
Gelderland;0275;Rheden;reguliere inst.;bachelor;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34203;B International Development Management;voltijd onderwijs;vrouw;21;30;35;42;31
Gelderland;0275;Rheden;reguliere inst.;bachelor;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34220;B Tuin- en Landschapsinrichting;deeltijd onderwijs;man;8;6;6;5;13
