PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;GESLACHT;2015;2016;2017;2018;2019
Zuid-Holland;0503;Delft;reguliere inst.;associate degree;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80129;Ad Tuinbouwmanagement;voltijd onderwijs;man;0;0;6;11;8
Zuid-Holland;0503;Delft;reguliere inst.;associate degree;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80129;Ad Tuinbouwmanagement;voltijd onderwijs;vrouw;0;0;1;2;5
Zuid-Holland;0503;Delft;reguliere inst.;associate degree;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);80039;Ad Projectleider Techniek;duaal onderwijs;man;19;13;1;0;0
Zuid-Holland;0503;Delft;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);30022;B Food Commerce & Technology;voltijd onderwijs;man;15;10;11;9;12
Zuid-Holland;0503;Delft;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);30022;B Food Commerce & Technology;voltijd onderwijs;vrouw;20;44;33;24;26
Zuid-Holland;0503;Delft;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);30024;B Tuinbouw & Agribusiness;deeltijd onderwijs;man;0;0;9;2;5
Zuid-Holland;0503;Delft;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);30024;B Tuinbouw & Agribusiness;deeltijd onderwijs;vrouw;0;0;3;0;0
Zuid-Holland;0503;Delft;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);30024;B Tuinbouw & Agribusiness;voltijd onderwijs;man;24;35;25;29;40
Zuid-Holland;0503;Delft;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);30024;B Tuinbouw & Agribusiness;voltijd onderwijs;vrouw;24;21;20;23;19
Zuid-Holland;0503;Delft;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);30028;B Landscape and Environment Management;voltijd onderwijs;man;10;23;27;25;22
Zuid-Holland;0503;Delft;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);30028;B Landscape and Environment Management;voltijd onderwijs;vrouw;6;7;12;13;18
Zuid-Holland;0503;Delft;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34869;B Dier- en Veehouderij;voltijd onderwijs;man;4;3;8;2;4
Zuid-Holland;0503;Delft;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34869;B Dier- en Veehouderij;voltijd onderwijs;vrouw;24;22;25;25;19
Zuid-Holland;0503;Delft;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);34278;B Luchtvaarttechnologie;voltijd onderwijs;man;137;127;169;149;158
Zuid-Holland;0503;Delft;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);34278;B Luchtvaarttechnologie;voltijd onderwijs;vrouw;13;21;16;26;16
Zuid-Holland;0503;Delft;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;man;58;79;70;56;55
Zuid-Holland;0503;Delft;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;vrouw;2;1;4;1;6
Zuid-Holland;0503;Delft;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);30026;B Mechatronica;voltijd onderwijs;man;87;78;106;84;94
Zuid-Holland;0503;Delft;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);30026;B Mechatronica;voltijd onderwijs;vrouw;3;12;4;5;6
Zuid-Holland;0503;Delft;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34267;B Elektrotechniek;duaal onderwijs;man;10;15;14;22;15
Zuid-Holland;0503;Delft;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34267;B Elektrotechniek;duaal onderwijs;vrouw;0;2;0;2;0
Zuid-Holland;0503;Delft;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34267;B Elektrotechniek;voltijd onderwijs;man;40;47;55;50;43
Zuid-Holland;0503;Delft;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34267;B Elektrotechniek;voltijd onderwijs;vrouw;1;2;3;0;3
Zuid-Holland;0503;Delft;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34268;B Technische Natuurkunde;voltijd onderwijs;man;77;94;74;93;73
Zuid-Holland;0503;Delft;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34268;B Technische Natuurkunde;voltijd onderwijs;vrouw;9;19;13;16;14
Zuid-Holland;0503;Delft;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;duaal onderwijs;man;15;20;21;30;20
Zuid-Holland;0503;Delft;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;duaal onderwijs;vrouw;1;0;0;1;0
Zuid-Holland;0503;Delft;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;voltijd onderwijs;man;195;143;162;139;110
Zuid-Holland;0503;Delft;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;voltijd onderwijs;vrouw;14;9;12;20;12
Zuid-Holland;0503;Delft;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;voltijd onderwijs;man;49;60;84;69;57
Zuid-Holland;0503;Delft;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34421;B Technische Bedrijfskunde;voltijd onderwijs;vrouw;12;24;17;11;21
Zuid-Holland;0503;Delft;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);35168;B Toegepaste Wiskunde;voltijd onderwijs;man;31;38;38;41;35
Zuid-Holland;0503;Delft;reguliere inst.;bachelor;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);35168;B Toegepaste Wiskunde;voltijd onderwijs;vrouw;23;27;36;27;16
Zuid-Holland;0505;Dordrecht;reguliere inst.;associate degree;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80120;Ad Sociaal Werk in de Zorg;duaal onderwijs;man;0;9;13;16;12
Zuid-Holland;0505;Dordrecht;reguliere inst.;associate degree;25BA;Christelijke Hogeschool Ede;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80120;Ad Sociaal Werk in de Zorg;duaal onderwijs;vrouw;0;16;27;23;48
Zuid-Holland;0505;Dordrecht;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;man;1;1;4;2;6
Zuid-Holland;0505;Dordrecht;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;vrouw;12;10;13;20;16
Zuid-Holland;0505;Dordrecht;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;duaal onderwijs;man;0;0;0;2;4
Zuid-Holland;0505;Dordrecht;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;duaal onderwijs;vrouw;0;0;0;17;27
Zuid-Holland;0505;Dordrecht;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;man;13;4;9;12;10
Zuid-Holland;0505;Dordrecht;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;vrouw;22;36;25;27;25
Zuid-Holland;0513;Gouda;reguliere inst.;associate degree;15BK;Driestar educatief;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80142;Ad Pedagogisch Educatief Professional;deeltijd onderwijs;man;0;0;0;0;8
Zuid-Holland;0513;Gouda;reguliere inst.;associate degree;15BK;Driestar educatief;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80142;Ad Pedagogisch Educatief Professional;deeltijd onderwijs;vrouw;0;0;0;0;68
Zuid-Holland;0513;Gouda;reguliere inst.;bachelor;15BK;Driestar educatief;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35158;B Pedagogiek;deeltijd onderwijs;man;1;0;0;0;1
Zuid-Holland;0513;Gouda;reguliere inst.;bachelor;15BK;Driestar educatief;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35158;B Pedagogiek;deeltijd onderwijs;vrouw;16;10;12;7;13
Zuid-Holland;0513;Gouda;reguliere inst.;bachelor;15BK;Driestar educatief;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;man;4;4;4;6;8
Zuid-Holland;0513;Gouda;reguliere inst.;bachelor;15BK;Driestar educatief;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;vrouw;10;4;15;10;9
Zuid-Holland;0513;Gouda;reguliere inst.;bachelor;15BK;Driestar educatief;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;duaal onderwijs;man;0;1;3;1;1
Zuid-Holland;0513;Gouda;reguliere inst.;bachelor;15BK;Driestar educatief;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;duaal onderwijs;vrouw;1;3;5;12;15
Zuid-Holland;0513;Gouda;reguliere inst.;bachelor;15BK;Driestar educatief;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;man;33;37;37;46;38
Zuid-Holland;0513;Gouda;reguliere inst.;bachelor;15BK;Driestar educatief;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;vrouw;146;183;144;142;175
Zuid-Holland;0513;Gouda;reguliere inst.;bachelor;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;deeltijd onderwijs;man;0;1;2;0;1
Zuid-Holland;0513;Gouda;reguliere inst.;bachelor;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;deeltijd onderwijs;vrouw;1;1;1;4;1
Zuid-Holland;0513;Gouda;reguliere inst.;bachelor;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;duaal onderwijs;man;0;0;0;1;0
Zuid-Holland;0513;Gouda;reguliere inst.;bachelor;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;duaal onderwijs;vrouw;1;2;3;1;1
Zuid-Holland;0513;Gouda;reguliere inst.;bachelor;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;deeltijd onderwijs;man;2;4;0;2;1
Zuid-Holland;0513;Gouda;reguliere inst.;bachelor;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;deeltijd onderwijs;vrouw;3;4;5;2;5
Zuid-Holland;0513;Gouda;reguliere inst.;bachelor;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;duaal onderwijs;man;2;1;3;2;3
Zuid-Holland;0513;Gouda;reguliere inst.;bachelor;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;duaal onderwijs;vrouw;7;5;4;4;2
Zuid-Holland;0513;Gouda;reguliere inst.;bachelor;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;deeltijd onderwijs;man;3;1;0;2;3
Zuid-Holland;0513;Gouda;reguliere inst.;bachelor;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;deeltijd onderwijs;vrouw;1;0;0;0;1
Zuid-Holland;0513;Gouda;reguliere inst.;bachelor;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;duaal onderwijs;man;3;3;1;3;1
Zuid-Holland;0513;Gouda;reguliere inst.;bachelor;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;duaal onderwijs;vrouw;1;1;2;3;2
Zuid-Holland;0513;Gouda;reguliere inst.;bachelor;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;deeltijd onderwijs;man;1;2;0;1;1
Zuid-Holland;0513;Gouda;reguliere inst.;bachelor;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;deeltijd onderwijs;vrouw;0;1;2;1;5
Zuid-Holland;0513;Gouda;reguliere inst.;bachelor;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;duaal onderwijs;man;1;0;0;0;2
Zuid-Holland;0513;Gouda;reguliere inst.;bachelor;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;duaal onderwijs;vrouw;2;7;3;5;5
Zuid-Holland;0513;Gouda;reguliere inst.;bachelor;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;deeltijd onderwijs;man;5;8;4;0;3
Zuid-Holland;0513;Gouda;reguliere inst.;bachelor;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;deeltijd onderwijs;vrouw;0;0;0;2;1
Zuid-Holland;0513;Gouda;reguliere inst.;bachelor;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;duaal onderwijs;man;1;2;2;1;1
Zuid-Holland;0513;Gouda;reguliere inst.;bachelor;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;duaal onderwijs;vrouw;1;0;2;1;2
Zuid-Holland;0513;Gouda;reguliere inst.;bachelor;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;deeltijd onderwijs;man;3;3;1;2;1
Zuid-Holland;0513;Gouda;reguliere inst.;bachelor;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;deeltijd onderwijs;vrouw;2;2;1;2;2
Zuid-Holland;0513;Gouda;reguliere inst.;bachelor;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;duaal onderwijs;man;1;3;2;1;1
Zuid-Holland;0513;Gouda;reguliere inst.;bachelor;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;duaal onderwijs;vrouw;1;1;3;1;1
Zuid-Holland;0513;Gouda;reguliere inst.;master;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);44135;M Leren en Innoveren;deeltijd onderwijs;man;11;4;11;11;3
Zuid-Holland;0513;Gouda;reguliere inst.;master;15BK;Driestar educatief;onderwijs;n.v.t. (onderwijs);44135;M Leren en Innoveren;deeltijd onderwijs;vrouw;13;6;12;8;16
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;associate degree;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);80035;Ad Crossmediale Communicatie;voltijd onderwijs;man;8;9;15;15;12
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;associate degree;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);80035;Ad Crossmediale Communicatie;voltijd onderwijs;vrouw;21;39;32;27;31
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;associate degree;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80090;Ad Sociaal Financiele Dienstverlening;deeltijd onderwijs;man;5;16;17;3;5
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;associate degree;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80090;Ad Sociaal Financiele Dienstverlening;deeltijd onderwijs;vrouw;16;32;29;20;22
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;associate degree;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);80004;Ad Facility Management;deeltijd onderwijs;man;1;9;10;5;16
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;associate degree;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);80004;Ad Facility Management;deeltijd onderwijs;vrouw;3;13;15;17;14
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;associate degree;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);80065;Ad Finance & Control;deeltijd onderwijs;man;30;18;15;11;18
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;associate degree;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);80065;Ad Finance & Control;deeltijd onderwijs;vrouw;18;13;10;14;11
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;02NR;Hotelschool The Hague;economie;n.v.t. (economie);34411;B Hotel Management;voltijd onderwijs;man;102;110;110;101;106
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;02NR;Hotelschool The Hague;economie;n.v.t. (economie);34411;B Hotel Management;voltijd onderwijs;vrouw;152;142;160;173;153
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;23KJ;Hogeschool der Kunsten Den Haag;onderwijs;lerarenopleidingen op het gebied van de kunst;39112;B Docent Muziek;voltijd onderwijs;man;2;3;6;5;4
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;23KJ;Hogeschool der Kunsten Den Haag;onderwijs;lerarenopleidingen op het gebied van de kunst;39112;B Docent Muziek;voltijd onderwijs;vrouw;5;7;10;4;5
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;opleidingen op het gebied van de kunst;34739;B Muziek;voltijd onderwijs;man;76;64;60;59;81
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;opleidingen op het gebied van de kunst;34739;B Muziek;voltijd onderwijs;vrouw;47;50;38;42;52
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;opleidingen op het gebied van de kunst;34798;B Dans;voltijd onderwijs;man;2;5;5;2;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;opleidingen op het gebied van de kunst;34798;B Dans;voltijd onderwijs;vrouw;11;12;5;8;4
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;opleidingen op het gebied van de kunst;39110;B Autonome Beeldende Kunst;deeltijd onderwijs;man;5;0;0;2;2
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;opleidingen op het gebied van de kunst;39110;B Autonome Beeldende Kunst;deeltijd onderwijs;vrouw;3;7;3;4;1
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;opleidingen op het gebied van de kunst;39110;B Autonome Beeldende Kunst;voltijd onderwijs;man;17;16;11;14;20
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;opleidingen op het gebied van de kunst;39110;B Autonome Beeldende Kunst;voltijd onderwijs;vrouw;32;30;24;40;38
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;opleidingen op het gebied van de kunst;39111;B Vormgeving;deeltijd onderwijs;man;1;1;2;6;2
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;opleidingen op het gebied van de kunst;39111;B Vormgeving;deeltijd onderwijs;vrouw;6;7;8;8;4
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;opleidingen op het gebied van de kunst;39111;B Vormgeving;voltijd onderwijs;man;39;38;48;49;42
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;23KJ;Hogeschool der Kunsten Den Haag;taal en cultuur;opleidingen op het gebied van de kunst;39111;B Vormgeving;voltijd onderwijs;vrouw;97;88;96;101;100
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;voltijd onderwijs;man;33;32;26;19;26
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;voltijd onderwijs;vrouw;12;19;14;20;17
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;man;0;2;4;5;3
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;vrouw;26;14;12;6;15
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35516;B Creative Business;voltijd onderwijs;man;39;66;60;59;96
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35516;B Creative Business;voltijd onderwijs;vrouw;66;118;143;162;174
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;deeltijd onderwijs;man;0;0;2;2;2
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;deeltijd onderwijs;vrouw;0;0;6;13;11
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;voltijd onderwijs;man;10;4;6;9;9
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;voltijd onderwijs;vrouw;39;22;37;29;54
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34641;B Sociaal-Juridische Dienstverlening;deeltijd onderwijs;man;0;0;0;0;2
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34641;B Sociaal-Juridische Dienstverlening;deeltijd onderwijs;vrouw;0;0;0;0;6
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34641;B Sociaal-Juridische Dienstverlening;voltijd onderwijs;man;4;3;1;1;6
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34641;B Sociaal-Juridische Dienstverlening;voltijd onderwijs;vrouw;17;21;20;22;22
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;man;2;5;10;8;14
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;vrouw;42;35;45;49;44
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;duaal onderwijs;man;0;0;0;2;1
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;duaal onderwijs;vrouw;0;0;0;1;8
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;man;6;1;5;5;10
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;bachelor;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;vrouw;15;17;16;22;26
